,tconst,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
7432765,tt4866712,Party Town,El pregón,0,2016,2016,75,"Comedy,Musical",5.1,1284.0
7432938,tt4867110,Swiped,Swiped,0,2018,2018,93,"Comedy,Romance",2.8,12595.0
7435171,tt4871980,The Perfect Match,The Perfect Match,0,2016,2016,96,"Comedy,Romance",4.9,4222.0
7435217,tt4872078,The Intervention,The Intervention,0,2016,2016,90,"Comedy,Drama",6.0,6370.0
7435255,tt4872162,Countdown,Countdown,0,2016,2016,90,"Action,Crime,Mystery",4.7,1880.0
7435558,tt4872896,Mono,Mono,0,2016,2016,88,Comedy,5.6,1015.0
7436154,tt4874206,The Student,(M)uchenik,0,2016,2016,118,Drama,6.9,5794.0
7436212,tt4874350,Shadow Fighter,Shadow Fighter,0,2017,2017,99,Drama,5.1,2071.0
7436563,tt4875150,Elis,Elis,0,2016,2016,110,"Biography,Drama,Music",6.7,1747.0
7436869,tt4875844,The 24 Hour War,The 24 Hour War,0,2016,2016,99,"Documentary,History,Sport",7.2,2204.0
7436921,tt4875960,1 Interrogation,1 Interrogation,0,2020,2020,95,Crime,3.8,3690.0
7436997,tt4876134,The Misfits,The Misfits,0,2021,2021,94,"Action,Adventure,Comedy",4.4,11121.0
7437368,tt4876952,Ripped,Ripped,0,2017,2017,97,Comedy,4.7,1926.0
7437451,tt4877122,The Emoji Movie,The Emoji Movie,0,2017,2017,86,"Adventure,Animation,Comedy",3.4,66451.0
7438046,tt4878482,Dumplin',Dumplin',0,2018,2018,110,"Comedy,Drama",6.5,35284.0
7439368,tt4881362,Thithi,Thithi,0,2015,2015,123,Drama,8.1,2761.0
7439369,tt4881364,Anti Matter,Anti Matter,0,2016,2016,109,"Horror,Mystery,Sci-Fi",5.7,5912.0
7439400,tt4881430,Strip Club Massacre,Strip Club Massacre,0,2017,2017,101,"Horror,Thriller",3.1,1470.0
7439463,tt4881578,Zappa,Zappa,0,2020,2020,129,"Biography,Documentary,History",7.5,3231.0
7439564,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,0,2018,2018,128,"Action,Adventure,Sci-Fi",6.1,323950.0
7439783,tt4882376,First They Killed My Father,First They Killed My Father,0,2017,2017,136,"Biography,Drama,History",7.2,19152.0
7439853,tt4882548,Burn Your Maps,Burn Your Maps,0,2016,2016,102,"Adventure,Comedy,Drama",6.7,1727.0
7440706,tt4884540,Angels Apocalypse,Angels Apocalypse,0,2015,2015,85,"Action,Fantasy,Sci-Fi",1.6,42901.0
7442633,tt4888834,Ennu Ninte Moideen,Ennu Ninte Moideen,0,2015,2015,166,"Biography,Drama,Romance",8.0,5504.0
7442694,tt4888982,The Control,The Control,0,2018,2018,94,"Mystery,Sci-Fi,Thriller",3.6,1981.0
7443411,tt4890452,Given,Given,0,2016,2016,72,"Adventure,Documentary,Family",7.7,1674.0
7445780,tt4895668,Saint George,São Jorge,0,2016,2016,112,"Crime,Drama",6.9,2051.0
7445814,tt4895740,Frenzy,Abluka,0,2015,2015,119,"Crime,Drama,Mystery",7.2,4146.0
7445999,tt4896168,Bed Rest,Bed Rest,0,2022,2022,90,"Drama,Horror,Mystery",5.1,1110.0
7446516,tt4897358,The Raking,The Raking,0,2017,2017,97,Horror,3.4,1456.0
7446726,tt4897822,Where to Invade Next,Where to Invade Next,0,2015,2015,120,"Comedy,Documentary",7.5,25104.0
7447066,tt4898564,Red Devil,Red Devil,0,2019,2019,93,"Comedy,Crime,Drama",4.0,4230.0
7447141,tt4898730,Temple,Temple,0,2017,2017,78,"Adventure,Drama,Horror",3.7,5139.0
7447419,tt4899370,Megan Leavey,Megan Leavey,0,2017,2017,116,"Action,Biography,Drama",7.1,24790.0
7447436,tt4899406,Neon Bull,Boi Neon,0,2015,2015,101,Drama,6.8,3351.0
7447640,tt4899880,Shah,Shah,0,2015,2015,109,"Biography,Drama,Sport",8.2,1449.0
7447700,tt4900018,Keith Richards: Under the Influence,Keith Richards: Under the Influence,0,2015,2015,81,"Documentary,Music",7.1,3489.0
7447999,tt4900708,Creepy,Kurîpî: Itsuwari no rinjin,0,2016,2016,130,"Crime,Drama,Horror",6.4,5595.0
7448003,tt4900716,Kapoor & Sons,Kapoor & Sons,0,2016,2016,132,"Comedy,Drama,Family",7.7,27134.0
7448227,tt4901304,Behemoth,Bei xi mo shou,0,2015,2015,95,Documentary,7.6,1129.0
7448228,tt4901306,Perfect Strangers,Perfetti sconosciuti,0,2016,2016,96,"Comedy,Drama",7.7,67377.0
7448438,tt4901756,Queen of Spades: The Dark Rite,Pikovaya dama. Chyornyy obryad,0,2015,2015,92,"Horror,Mystery,Thriller",5.3,1576.0
7448548,tt4902012,Hurricane of Fun: The Making of Wet Hot,Hurricane of Fun: The Making of Wet Hot,0,2015,2015,64,Documentary,7.0,1503.0
7448651,tt4902266,Reborn,Reborn,0,2018,2018,99,"Action,Comedy,Crime",4.8,1485.0
7448851,tt4902716,Rebirth,Rebirth,0,2016,2016,100,Thriller,5.0,5565.0
7448934,tt4902904,The Resurrection of Gavin Stone,The Resurrection of Gavin Stone,0,2017,2017,91,"Comedy,Drama,Family",6.2,2382.0
7450783,tt4906960,Baadshaho,Baadshaho,0,2017,2017,136,"Action,Adventure,Thriller",4.9,5045.0
7450794,tt4906984,Azhar,Azhar,0,2016,2016,130,"Biography,Drama,Sport",5.7,5767.0
7450894,tt4907206,Turnt,Turnt,0,2020,2020,85,Drama,3.2,2322.0
7451377,tt4908254,The Illegal,The Illegal,0,2019,2019,89,Drama,7.0,1341.0
7451551,tt4908644,Winter on Fire: Ukraine's Fight for Freedom,Winter on Fire: Ukraine's Fight for Freedom,0,2015,2015,102,"Documentary,History,War",8.3,19722.0
7451924,tt4909506,Godhi Banna Sadharana Mykattu,Godhi Banna Sadharana Mykattu,0,2016,2016,144,"Drama,Thriller",8.6,3399.0
7452040,tt4909752,Rangoon,Rangoon,0,2017,2017,170,"Action,Drama,History",5.6,4897.0
7452145,tt4909984,Albüm,Albüm,0,2016,2016,105,"Comedy,Drama",6.1,1399.0
7452988,tt4911940,Goodbye Berlin,Tschick,0,2016,2016,93,"Comedy,Drama,Family",7.0,10270.0
7453008,tt4911996,Goldstone,Goldstone,0,2016,2016,110,"Crime,Thriller",6.5,5972.0
7453387,tt4912910,Mission: Impossible - Fallout,Mission: Impossible - Fallout,0,2018,2018,147,"Action,Adventure,Thriller",7.7,340966.0
7453868,tt4913966,The Curse of La Llorona,The Curse of La Llorona,0,2019,2019,93,"Horror,Mystery,Thriller",5.2,52445.0
7454119,tt4914580,The Age of Shadows,Mil-jeong,0,2016,2016,140,"Action,History,Thriller",7.1,10403.0
7454466,tt4915318,Cave,Cave,0,2016,2016,85,"Adventure,Crime,Thriller",4.2,2316.0
7454629,tt4915672,7 Guardians of the Tomb,Mi chao,0,2018,2018,90,"Action,Adventure,Horror",4.4,3930.0
7455049,tt4916630,Just Mercy,Just Mercy,0,2019,2019,137,"Biography,Crime,Drama",7.6,70544.0
7455311,tt4917224,9/11,9/11,0,2017,2017,90,"Action,Drama",4.4,4170.0
7456337,tt4919484,Little Men,Little Men,0,2016,2016,85,Drama,6.7,7553.0
7456662,tt4920274,Regular Show: The Movie,Regular Show: The Movie,0,2015,2015,70,"Action,Adventure,Animation",7.4,5148.0
7456701,tt4920360,Aquarela,Aquarela,0,2018,2018,90,Documentary,6.6,1494.0
7457175,tt4921370,Maximum Impact,Maximum Impact,0,2017,2017,109,"Action,Comedy",2.3,1062.0
7457392,tt4921860,MSG 2 the Messenger,MSG 2 the Messenger,0,2015,2015,134,"Action,Comedy,Drama",7.1,8523.0
7457768,tt4922674,Parallel,Parallel,0,2018,2018,104,"Drama,Mystery,Sci-Fi",5.8,4312.0
7457775,tt4922692,"Kiki, Love to Love","Kiki, el amor se hace",0,2016,2016,102,"Comedy,Romance",6.5,6303.0
7458304,tt4923846,Christmas in the Smokies,Christmas in the Smokies,0,2015,2015,88,"Drama,Family,Romance",5.8,1530.0
7458655,tt4924624,InnSaei,InnSaei,0,2016,2016,75,Documentary,6.6,1199.0
7458787,tt4924942,The Invisible Guardian,El guardián invisible,0,2017,2017,129,"Crime,Thriller",6.4,16591.0
7458955,tt4925292,Lady Bird,Lady Bird,0,2017,2017,94,"Comedy,Drama",7.4,299976.0
7458973,tt4925340,The Nest,The Nest (Il nido),0,2019,2019,107,"Horror,Mystery",5.9,1640.0
7459528,tt4926538,Les Tuche 2: The American Dream,Les Tuche 2 - Le rêve américain,0,2016,2016,94,Comedy,4.9,1719.0
7459665,tt4926822,We Are Family,C'est quoi cette famille?!,0,2016,2016,99,Comedy,6.1,1181.0
7460017,tt4927574,Sijjin 2,Siccin 2,0,2015,2015,86,"Horror,Thriller",6.1,3416.0
7460478,tt4928620,Pathemari,Pathemari,0,2015,2015,118,Drama,8.3,4835.0
7460571,tt4928814,"You, Me and Him","You, Me and Him",0,2017,2017,98,Comedy,5.9,1885.0
7460677,tt4929038,The Ornithologist,O Ornitólogo,0,2016,2016,117,"Adventure,Drama,Mystery",6.3,3525.0
7460985,tt4929720,Patchwork,Patchwork,0,2015,2015,86,"Comedy,Horror",5.7,2072.0
7461487,tt4930814,Double Barrel,Double Barrel,0,2015,2015,158,"Action,Comedy,Thriller",5.7,1181.0
7461955,tt4932154,Center of My World,Die Mitte der Welt,0,2016,2016,115,"Drama,Romance",7.2,6648.0
7462063,tt4932388,Let Yourself Go,Lasciati andare,0,2017,2017,99,Comedy,6.0,1296.0
7463138,tt4934950,Talvar,Talvar,0,2015,2015,132,"Crime,Drama,Mystery",8.1,36209.0
7463229,tt4935158,Demon,Demon,0,2015,2015,94,"Comedy,Drama,Fantasy",6.1,5894.0
7463305,tt4935334,Southbound,Southbound,0,2015,2015,89,Horror,5.9,20263.0
7463319,tt4935372,The Devil's Candy,The Devil's Candy,0,2015,2015,79,"Drama,Horror,Thriller",6.4,20183.0
7463337,tt4935418,Baskin,Baskin,0,2015,2015,97,"Crime,Drama,Fantasy",5.8,11272.0
7463345,tt4935446,Heart of a Dog,Heart of a Dog,0,2015,2015,75,Documentary,7.0,2431.0
7463352,tt4935462,Amazing Grace,Amazing Grace,0,2018,2018,89,"Documentary,Music",7.5,4829.0
7463673,tt4936176,Mascots,Mascots,0,2016,2016,89,Comedy,5.8,7727.0
7463790,tt4936450,Graduation,Bacalaureat,0,2016,2016,128,"Crime,Drama",7.3,14126.0
7464094,tt4937114,Rogue Warrior: Robot Fighter,Rogue Warrior: Robot Fighter,0,2016,2016,101,"Action,Sci-Fi",3.4,3985.0
7464289,tt4937564,Sex Doll,Sex Doll,0,2016,2016,102,Thriller,4.5,2061.0
7464398,tt4937812,Thoongaavanam,Thoongaavanam,0,2015,2015,128,"Action,Crime,Thriller",6.9,2432.0
7464632,tt4938374,Open Season: Scared Silly,Open Season: Scared Silly!,0,2015,2015,84,"Adventure,Animation,Comedy",5.0,3363.0
7464678,tt4938484,Silicon Cowboys,Silicon Cowboys,0,2016,2016,77,"Documentary,History",6.9,2052.0
7464931,tt4939066,Battle for Incheon: Operation Chromite,Incheon sangryuk jakjeon,0,2016,2016,111,"Action,Drama,History",6.2,5853.0
7465486,tt4940336,Risen,Risen,0,2021,2021,109,"Drama,Sci-Fi,Thriller",3.5,2370.0
7465503,tt4940370,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Hundraettåringen som smet från notan och försvann,0,2016,2016,108,"Adventure,Comedy,Crime",6.3,6251.0
7465525,tt4940416,Duck Duck Goose,Duck Duck Goose,0,2018,2018,91,"Adventure,Animation,Comedy",5.7,3838.0
7465543,tt4940456,Mirza's Lady,Mirzya,0,2016,2016,129,"Action,Drama,Fantasy",4.6,1866.0
7466691,tt4943218,The Worthy,The Worthy,0,2016,2016,99,"Action,Sci-Fi,Thriller",5.1,2122.0
7466736,tt4943322,The Ottoman Lieutenant,The Ottoman Lieutenant,0,2017,2017,106,"Drama,War",6.4,26111.0
7467010,tt4943992,Manto,Manto,0,2015,2015,127,"Biography,Drama",8.3,1216.0
7467171,tt4944352,Heneral Luna,Heneral Luna,0,2015,2015,118,"Action,Biography,History",7.3,2334.0
7467281,tt4944596,May God Save Us,Que Dios nos perdone,0,2016,2016,127,"Crime,Drama,Thriller",7.1,11516.0
7467310,tt4944658,The Lighthouse of the Whales,El faro de las orcas,0,2016,2016,110,"Biography,Drama,Romance",6.7,4013.0
7468380,tt4947084,Anarkali,Anarkali,0,2015,2015,160,"Drama,Musical,Romance",7.0,2172.0
7468774,tt4948040,Emma's Chance,Emma's Chance,0,2016,2016,93,"Drama,Family,Sport",6.0,1017.0
7468968,tt4948452,L'étudiante et Monsieur Henri,L'étudiante et Monsieur Henri,0,2015,2015,98,"Comedy,Drama",6.7,4481.0
7469055,tt4948632,Rajkahini,Rajkahini,0,2015,2015,160,"Drama,History",7.2,1713.0
7469149,tt4948838,Sister of Mine,Demonios tus ojos,0,2017,2017,94,"Drama,Thriller",5.3,1132.0
7469273,tt4949112,Touch Me Not,Touch Me Not,0,2018,2018,123,Drama,5.6,2849.0
7469344,tt4949290,Cartels,Cartels,0,2016,2016,95,"Action,Crime,Thriller",3.7,2055.0
7469354,tt4949324,Mohalla Assi,Mohalla Assi,0,2015,2015,150,"Comedy,Drama",6.6,1842.0
7469694,tt4950110,I'm Not Ashamed,I'm Not Ashamed,0,2016,2016,112,"Biography,Drama",5.8,3917.0
7470564,tt4951982,The Command,Kursk,0,2018,2018,117,"Action,Adventure,Drama",6.6,19833.0
7471668,tt4954522,Raw,Grave,0,2016,2016,99,"Drama,Horror",7.0,81683.0
7471730,tt4954660,Detective Conan: The Darkest Nightmare,Meitantei Conan: Junkoku no naitomea,0,2016,2016,112,"Action,Adventure,Animation",7.0,1992.0
7471947,tt4955162,Barbie in Rock 'N Royals,Barbie in Rock 'N Royals,0,2015,2015,80,"Animation,Family",5.9,1065.0
7472119,tt4955566,Almost Friends,Almost Friends,0,2016,2016,101,"Comedy,Drama",5.8,5226.0
7472764,tt4956984,Børning 2,Børning 2,0,2016,2016,98,"Action,Comedy",5.9,2543.0
7473007,tt4957538,The Whispering Star,Hiso hiso boshi,0,2015,2015,100,Sci-Fi,6.5,1176.0
7473412,tt4958448,Museo,Museo,0,2018,2018,128,"Crime,Drama",6.8,5714.0
7473420,tt4958468,The Patriarch,Un Padre No Tan Padre,0,2016,2016,94,Comedy,6.9,1282.0
7473503,tt4958666,Kick 2,Kick 2,0,2015,2015,170,"Action,Comedy,Romance",5.0,1091.0
7473860,tt4959548,The Reunion 3,Klassefesten 3: Dåben,0,2016,2016,97,Comedy,5.0,1105.0
7474358,tt4960748,Till,Till,0,2022,2022,130,"Biography,Drama,History",7.1,8998.0
7474435,tt4960934,Emerald Green,Smaragdgrün,0,2016,2016,113,"Adventure,Family,Fantasy",5.8,2659.0
7474615,tt4961334,Two Countries,Two Countries,0,2015,2015,154,"Comedy,Drama",6.8,2273.0
7474635,tt4961380,House on Willow Street,From a House on Willow Street,0,2016,2016,90,"Action,Crime,Horror",4.6,9414.0
7475985,tt4964310,Bet on Revenge,Kincsem,0,2017,2017,121,"Adventure,Drama,History",7.3,5871.0
7476113,tt4964598,Heart Attack,Freelance: Ham puay... Ham phak... Ham rak mor,0,2015,2015,130,"Comedy,Drama,Romance",7.7,2796.0
7476197,tt4964772,Risk,Risk,0,2016,2016,86,Documentary,6.3,2299.0
7476203,tt4964788,Everybody Knows,Todos lo saben,0,2018,2018,133,"Crime,Drama,Mystery",6.9,36027.0
7476789,tt4966046,Awaken the Shadowman,Awaken the Shadowman,0,2017,2017,90,"Horror,Thriller",4.0,3638.0
7477005,tt4966532,I Remember You,Ég man þig,0,2017,2017,105,"Drama,Horror,Mystery",6.1,5105.0
7477264,tt4967094,Our Times,Wo de shaonu shidai,0,2015,2015,134,"Comedy,Romance",7.4,5643.0
7477619,tt4967920,Dabbe 6: The Return,Dabbe (Dab6e),0,2015,2015,160,"Horror,Mystery",5.6,3016.0
7478087,tt4969044,Riphagen,Riphagen,0,2016,2016,131,"Biography,Drama,War",7.1,8122.0
7478647,tt4970294,"Scaler, Dark Spirit","Scaler, Dark Spirit",0,2016,2016,80,"Horror,Thriller",3.5,1609.0
7479111,tt4971344,The Sisters Brothers,Les frères Sisters,0,2018,2018,122,"Drama,Western",6.9,66739.0
7479138,tt4971408,Await Further Instructions,Await Further Instructions,0,2018,2018,91,"Horror,Mystery,Sci-Fi",4.9,9123.0
7479326,tt4971824,Very Big Shot,Film Kteer Kbeer,0,2015,2015,107,"Action,Crime,Drama",7.0,1442.0
7479433,tt4972062,Don't Think Twice,Don't Think Twice,0,2016,2016,92,"Comedy,Drama",6.7,17875.0
7479675,tt4972582,Split,Split,0,2016,2016,117,"Horror,Thriller",7.3,511770.0
7479908,tt4973112,Hitting the Apex,Hitting the Apex,0,2015,2015,138,"Documentary,Sport",8.2,4009.0
7480384,tt4974254,Zombies Have Fallen,Zombies Have Fallen,0,2017,2017,75,"Action,Fantasy,Sci-Fi",2.7,1047.0
7480555,tt4974616,Smuggling Hendrix,Smuggling Hendrix,0,2018,2018,92,"Comedy,Drama",6.6,1120.0
7480582,tt4974684,Kara Bela,Kara Bela,0,2015,2015,105,"Action,Adventure,Comedy",6.7,9276.0
7480620,tt4974778,Feral,Feral,0,2017,2017,90,"Action,Drama,Horror",4.3,4375.0
7480844,tt4975280,Strangled,A martfüi rém,0,2016,2016,121,"Crime,Drama,Horror",7.0,6251.0
7481031,tt4975722,Moonlight,Moonlight,0,2016,2016,111,Drama,7.4,315178.0
7481121,tt4975920,The Kid,The Kid,0,2019,2019,100,"Biography,Drama,Western",5.9,8903.0
7481239,tt4976192,211,211,0,2018,2018,86,"Action,Drama,Thriller",4.4,8803.0
7481844,tt4977530,Viceroy's House,Viceroy's House,0,2017,2017,106,"Biography,Drama,History",6.7,8256.0
7482156,tt4978274,Priceless,Priceless,0,2016,2016,97,"Crime,Drama,Romance",6.0,3983.0
7482346,tt4978710,Marjorie Prime,Marjorie Prime,0,2017,2017,99,"Drama,Romance,Sci-Fi",6.3,6602.0
7482516,tt4979082,Jai Gangaajal,Jai Gangaajal,0,2016,2016,149,"Crime,Drama",5.8,2572.0
7482867,tt4979860,Camping 3,Camping 3,0,2016,2016,105,"Comedy,Drama",4.3,1028.0
7483058,tt4980272,Saahasam Swaasaga Saagipo,Saahasam Swaasaga Saagipo,0,2016,2016,154,"Action,Romance",6.6,1276.0
7483628,tt4981636,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,0,2016,2016,92,"Animation,Comedy,Family",6.1,9423.0
7483771,tt4981966,24,24,0,2016,2016,164,"Action,Comedy,Drama",7.8,22888.0
7484578,tt4983780,Maanaadu,Maanaadu,0,2021,2021,147,"Action,Adventure,Sci-Fi",8.3,23545.0
7485535,tt4985848,Pitchfork,Pitchfork,0,2016,2016,94,Horror,3.1,3638.0
7485644,tt4986098,The Titan,The Titan,0,2018,2018,97,"Drama,Mystery,Romance",4.8,32270.0
7485659,tt4986134,Rebel in the Rye,Rebel in the Rye,0,2017,2017,106,"Biography,Drama,Romance",6.7,10190.0
7485918,tt4986754,Big Bear,Big Bear,0,2017,2017,88,Comedy,5.1,1401.0
7486282,tt4987556,Thani Oruvan,Thani Oruvan,0,2015,2015,160,"Action,Crime,Thriller",8.4,20630.0
7487726,tt4990516,You Are My Sunday,Tu Hai Mera Sunday,0,2016,2016,119,"Comedy,Drama",7.7,1761.0
7487936,tt4991112,They Remain,They Remain,0,2018,2018,102,Thriller,4.2,1444.0
7488060,tt4991384,Visaaranai,Visaaranai,0,2015,2015,117,"Crime,Drama,Thriller",8.5,11128.0
7488116,tt4991512,Tramps,Tramps,0,2016,2016,82,"Adventure,Romance",6.5,5899.0
7488173,tt4991652,Camino,Camino,0,2015,2015,103,"Action,Adventure,Thriller",4.9,1093.0
7488332,tt4992060,Compulsion,Sadie,0,2016,2016,84,"Drama,Fantasy,Horror",3.8,1654.0
7488343,tt4992086,Bhale Bhale Magadivoy,Bhale Bhale Magadivoy,0,2015,2015,137,"Comedy,Romance",7.7,3982.0
7489233,tt4993964,Full Speed,À fond,0,2016,2016,91,"Action,Comedy",5.8,3343.0
7489584,tt4994718,Kocan Kadar Konus: Dirilis,Kocan Kadar Konus: Dirilis,0,2016,2016,108,"Comedy,Drama,Family",5.7,3339.0
7489593,tt4994736,My Mother's Wound,Annemin Yarasi,0,2016,2016,120,"Drama,Mystery,War",7.3,3886.0
7489923,tt4995540,Being the Ricardos,Being the Ricardos,0,2021,2021,131,"Biography,Drama",6.5,42633.0
7489945,tt4995590,Junun,Junun,0,2015,2015,54,"Documentary,Music",7.3,2153.0
7490013,tt4995776,The Red Sea Diving Resort,The Red Sea Diving Resort,0,2019,2019,129,"Drama,History,Thriller",6.6,30521.0
7490018,tt4995790,The Square,The Square,0,2017,2017,151,"Comedy,Drama",7.1,70827.0
7491284,tt4998632,Ambulance,Ambulance,0,2022,2022,136,"Action,Crime,Drama",6.1,79909.0
7491346,tt4998772,Bedeviled,Bedeviled,0,2016,2016,98,"Horror,Mystery,Thriller",4.2,3393.0
7492048,tt5000250,In fondo al bosco,In fondo al bosco,0,2015,2015,92,"Mystery,Thriller",6.3,1196.0
7492584,tt5001436,The Curse of Robert the Doll,The Curse of Robert the Doll,0,2016,2016,79,Horror,3.1,1233.0
7492641,tt5001576,Barça Dreams,Barça Dreams,0,2015,2015,120,"Documentary,Sport",7.3,1099.0
7492697,tt5001718,"Everything, Everything","Everything, Everything",0,2017,2017,96,"Drama,Romance",6.3,40330.0
7492714,tt5001754,Braven,Braven,0,2018,2018,94,"Action,Thriller",5.9,40561.0
7492720,tt5001772,Justin Timberlake + the Tennessee Kids,Justin Timberlake + the Tennessee Kids,0,2016,2016,90,"Documentary,Music",7.6,2242.0
7492987,tt5002394,Illegitimate,Ilegitim,0,2016,2016,89,Drama,6.8,1478.0
7493358,tt5003186,Plan de fuga,Plan de fuga,0,2016,2016,105,"Action,Adventure,Crime",5.6,1965.0
7493899,tt5004422,The Samurai in Autumn,Jesen samuraja,0,2016,2016,117,"Comedy,Romance,Sport",6.2,1211.0
7494055,tt5004766,Birdboy: The Forgotten Children,"Psiconautas, los niños olvidados",0,2015,2015,76,"Animation,Drama,Sci-Fi",7.2,2780.0
7494450,tt5005684,Nil Battey Sannata,Nil Battey Sannata,0,2015,2015,100,"Drama,Family",8.2,7252.0
7495258,tt5007434,Breakdown Forest - Reise in den Abgrund,Breakdown Forest - Reise in den Abgrund,0,2019,2019,131,"Action,Thriller",3.9,1171.0
7496049,tt5009236,King Candy,King Candy,0,2015,2015,46,"Biography,Drama",6.8,1823.0
7496071,tt5009286,Residue,Residue,0,2017,2017,82,"Action,Horror,Thriller",5.4,1165.0
7497006,tt5011242,Hedi,Inhebek Hedi,0,2016,2016,88,"Drama,Romance",6.7,1269.0
7497029,tt5011290,Never Gone,Zhi qing chun 2: Yuan lai ni hai zai zhe li,0,2016,2016,100,"Drama,Romance",5.1,1047.0
7497577,tt5012504,Injustice,Injustice,0,2021,2021,78,"Action,Adventure,Animation",6.4,13779.0
7497818,tt5013056,Dunkirk,Dunkirk,0,2017,2017,106,"Action,Drama,History",7.8,674536.0
7498123,tt5013688,Shelley,Shelley,0,2016,2016,92,"Drama,Horror,Mystery",5.3,3815.0
7498251,tt5013984,Gully,Gully,0,2019,2019,84,"Crime,Drama",2.8,21657.0
7499301,tt5016442,Gujjubhai the Great,Gujjubhai the Great,0,2015,2015,145,Comedy,8.1,1521.0
7499529,tt5016946,Handsome Devil,Handsome Devil,0,2016,2016,95,"Comedy,Drama,Sport",7.0,15122.0
7499936,tt5017936,Prodigy,Prodigy,0,2017,2017,80,"Drama,Sci-Fi,Thriller",5.9,6740.0
7500842,tt5019884,The Monk and the Demon,Monakh i bes,0,2016,2016,114,"Comedy,Mystery",6.8,1155.0
7501559,tt5021536,Kendasampige,Kendasampige,0,2015,2015,99,"Romance,Thriller",8.3,2120.0
7502058,tt5022680,All Hallows' Eve 2,All Hallows' Eve 2,0,2015,2015,91,Horror,4.7,2361.0
7502067,tt5022702,Hush,Hush,0,2016,2016,82,"Horror,Thriller",6.6,141784.0
7502331,tt5023260,The Last Word,The Last Word,0,2017,2017,108,"Comedy,Drama",6.6,8497.0
7504090,tt5027162,Aurora Borealis: Northern Light,Aurora Borealis: Északi fény,0,2017,2017,104,Drama,7.1,1273.0
7504108,tt5027202,Colombia: Wild Magic,Colombia magia salvaje,0,2015,2015,94,Documentary,8.3,1329.0
7504359,tt5027774,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",0,2017,2017,115,"Comedy,Crime,Drama",8.1,520026.0
7504615,tt5028340,Mary Poppins Returns,Mary Poppins Returns,0,2018,2018,130,"Adventure,Comedy,Family",6.7,90529.0
7505188,tt5029602,Brice 3,Brice 3,0,2016,2016,95,"Action,Adventure,Comedy",4.3,1479.0
7505191,tt5029608,Frantz,Frantz,0,2016,2016,113,"Drama,History,Romance",7.5,16406.0
7505374,tt5030004,Reunion 2: The Bachelor Party,Luokkakokous 2 - Polttarit,0,2016,2016,83,Comedy,4.3,1079.0
7505554,tt5030402,Little Boxes,Little Boxes,0,2016,2016,84,"Comedy,Drama",5.9,2127.0
7505578,tt5030452,Don't Talk to Irene,Don't Talk to Irene,0,2017,2017,90,Comedy,6.4,1194.0
7505972,tt5031332,McLaren,McLaren,0,2017,2017,92,"Biography,Documentary,Drama",7.3,2526.0
7506120,tt5031658,Soul to Keep,Soul to Keep,0,2018,2018,94,"Horror,Thriller",4.2,1058.0
7506228,tt5031892,The Accidental Detective,Tam jeong deo bigining,0,2015,2015,120,"Comedy,Crime,Thriller",6.7,1212.0
7506275,tt5031998,Collector,Kollektor,0,2016,2016,75,"Drama,Thriller",6.8,2615.0
7506502,tt5032492,Born in Heinola,Teit meistä kauniin,0,2016,2016,111,"Biography,Drama,Music",6.3,1383.0
7506733,tt5033000,Jaws 19,Jaws 19,0,2015,2015,63,"Action,Horror,Sci-Fi",6.4,2165.0
7506870,tt5033290,Trench 11,Trench 11,0,2017,2017,90,"Horror,Thriller,War",5.4,2580.0
7506895,tt5033342,4 Kings,4 Könige,0,2015,2015,98,Drama,6.7,1123.0
7507078,tt5033790,Banking on Bitcoin,Banking on Bitcoin,0,2016,2016,90,"Documentary,History,News",6.6,3648.0
7507141,tt5033998,Charlie's Angels,Charlie's Angels,0,2019,2019,118,"Action,Adventure,Comedy",4.9,75697.0
7507199,tt5034122,Cruise,Cruise,0,2018,2018,90,"Drama,Romance",5.4,1365.0
7507261,tt5034266,Our Souls at Night,Our Souls at Night,0,2017,2017,103,"Drama,Romance",6.9,14101.0
7507265,tt5034276,The Phone,Deo pon,0,2015,2015,115,"Action,Mystery,Sci-Fi",6.5,1091.0
7507350,tt5034474,The Assignment,The Assignment,0,2016,2016,95,"Action,Crime,Thriller",4.7,8793.0
7507514,tt5034838,Godzilla vs. Kong,Godzilla vs. Kong,0,2021,2021,113,"Action,Sci-Fi,Thriller",6.3,216153.0
7508284,tt5036442,Hayat Öpücügü,Hayat Öpücügü,0,2015,2015,102,"Comedy,Drama,Romance",5.9,1319.0
7508844,tt5037840,Drunk Parents,Drunk Parents,0,2019,2019,97,Comedy,4.0,7503.0
7508877,tt5037912,Maya,Maya,0,2015,2015,141,"Horror,Thriller",7.5,1725.0
7508915,tt5037996,Nausea,Bulanti,0,2015,2015,112,Drama,6.2,2519.0
7509064,tt5038358,News from Planet Mars,Des nouvelles de la planète Mars,0,2016,2016,101,"Comedy,Drama",6.1,1300.0
7509071,tt5038372,Fanny's Journey,Le voyage de Fanny,0,2016,2016,94,"Drama,War",7.0,1495.0
