,tconst,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
66311,tt0067658,Von Richthofen and Brown,Von Richthofen and Brown,0,1971,1971,97,"Action,Biography,Drama",6.0,1283.0
66324,tt0067671,The Return of Count Yorga,The Return of Count Yorga,0,1971,1971,97,Horror,5.6,1379.0
66325,tt0067672,Return of Sabata,È tornato Sabata... hai chiuso un'altra volta!,0,1971,1971,100,Western,5.5,2062.0
66343,tt0067690,Daughters of Darkness,Les lèvres rouges,0,1971,1971,87,Horror,6.5,6427.0
66349,tt0067696,Seven Blood-Stained Orchids,Sette orchidee macchiate di rosso,0,1972,1972,92,"Horror,Mystery,Thriller",6.3,2459.0
66351,tt0067698,Sacco & Vanzetti,Sacco e Vanzetti,0,1971,1971,125,"Biography,Crime,Drama",7.8,3398.0
66352,tt0067699,A Safe Place,A Safe Place,0,1971,1971,94,Drama,5.0,1219.0
66366,tt0067713,Scars of Dracula,Scars of Dracula,0,1970,1970,95,Horror,6.1,5942.0
66369,tt0067716,Schlock,Schlock,0,1973,1973,80,"Comedy,Horror,Sci-Fi",5.6,1745.0
66380,tt0067727,See No Evil,See No Evil,0,1971,1971,88,"Drama,Mystery,Thriller",6.6,3522.0
66382,tt0067729,Company Limited,Seemabaddha,0,1971,1971,110,Drama,7.8,1333.0
66385,tt0067732,The Cannibal Man,La semana del asesino,0,1972,1972,98,"Crime,Drama,Thriller",6.2,1611.0
66393,tt0067741,Shaft,Shaft,0,1971,1971,100,"Action,Crime,Thriller",6.6,19901.0
66402,tt0067750,Shoot Out,Shoot Out,0,1971,1971,95,"Drama,Western",6.1,2087.0
66407,tt0067755,Silence,Chinmoku,0,1971,1971,129,"Drama,History",7.2,1110.0
66408,tt0067756,Silent Running,Silent Running,0,1972,1972,89,"Drama,Sci-Fi",6.6,30145.0
66415,tt0067763,Skin Game,Skin Game,0,1971,1971,102,"Comedy,Western",7.0,1820.0
66422,tt0067770,Red Sun,Soleil rouge,0,1971,1971,112,"Action,Western",6.8,9869.0
66425,tt0067773,Someone Behind the Door,Quelqu'un derrière la porte,0,1971,1971,97,"Crime,Drama",5.8,1535.0
66426,tt0067774,Sometimes a Great Notion,Sometimes a Great Notion,0,1971,1971,114,"Action,Adventure,Drama",6.9,4171.0
66430,tt0067778,Murmur of the Heart,Le souffle au coeur,0,1971,1971,118,"Comedy,Drama",7.6,10322.0
66441,tt0067789,Stariki-razboyniki,Stariki-razboyniki,0,1972,1972,92,"Comedy,Crime,Drama",7.4,2096.0
66452,tt0067800,Straw Dogs,Straw Dogs,0,1971,1971,113,"Crime,Drama,Thriller",7.4,61867.0
66455,tt0067803,Summer of '42,Summer of '42,0,1971,1971,104,"Drama,Romance",7.2,8468.0
66457,tt0067805,Sunday Bloody Sunday,Sunday Bloody Sunday,0,1971,1971,110,Drama,7.0,6530.0
66461,tt0067809,Support Your Local Gunfighter,Support Your Local Gunfighter,0,1971,1971,91,"Comedy,Romance,Western",6.8,5876.0
66462,tt0067810,Sweet Sweetback's Baadasssss Song,Sweet Sweetback's Baadasssss Song,0,1971,1971,97,"Action,Crime,Drama",5.5,5544.0
66466,tt0067814,Love,Szerelem,0,1971,1971,88,Drama,7.9,2067.0
66467,tt0067815,Sinbad,Szindbád,0,1971,1971,90,"Drama,Romance",7.5,1614.0
66472,tt0067820,Taking Off,Taking Off,0,1971,1971,93,"Comedy,Drama,Music",7.4,4542.0
66476,tt0067824,The Big Boss,Tang shan da xiong,0,1971,1971,100,"Action,Crime,Drama",6.9,27917.0
66499,tt0067848,They Might Be Giants,They Might Be Giants,0,1971,1971,91,"Comedy,Mystery,Romance",6.8,3031.0
66516,tt0067866,El Topo,El Topo,0,1970,1970,125,"Drama,Western",7.2,30140.0
66530,tt0067881,The Trojan Women,The Trojan Women,0,1971,1971,105,Drama,6.8,1542.0
66534,tt0067885,The Third Part of the Night,Trzecia czesc nocy,0,1971,1971,107,"Drama,Horror,War",7.3,2378.0
66541,tt0067893,Two-Lane Blacktop,Two-Lane Blacktop,0,1971,1971,102,Drama,7.2,12833.0
66547,tt0067900,A Cop,Un flic,0,1972,1972,98,"Crime,Thriller",7.0,10098.0
66561,tt0067916,Up Pompeii,Up Pompeii,0,1971,1971,90,"Comedy,History",6.0,1156.0
66564,tt0067919,The Emigrants,Utvandrarna,0,1971,1971,191,"Drama,History",8.0,6921.0
66566,tt0067921,Valdez Is Coming,Valdez Is Coming,0,1971,1971,90,Western,6.7,4175.0
66568,tt0067924,Vampire Circus,Vampire Circus,0,1972,1972,87,Horror,6.3,4536.0
66571,tt0067927,Vanishing Point,Vanishing Point,0,1971,1971,99,"Action,Crime,Thriller",7.2,29315.0
66573,tt0067929,The Velvet Vampire,The Velvet Vampire,0,1971,1971,80,Horror,5.3,1521.0
66587,tt0067943,The Widow Couderc,La veuve Couderc,0,1971,1971,92,"Action,Drama,Romance",6.9,1873.0
66594,tt0067950,Requiem for a Vampire,Requiem pour un vampire,0,1972,1972,87,Horror,5.3,2068.0
66596,tt0067952,Villain,Villain,0,1971,1971,98,"Crime,Drama,Thriller",6.5,1847.0
66601,tt0067958,WR: Mysteries of the Organism,W.R. - Misterije organizma,0,1971,1971,84,"Comedy,Drama,Fantasy",6.7,5194.0
66602,tt0067959,Walkabout,Walkabout,0,1971,1971,100,"Adventure,Drama",7.6,26144.0
66604,tt0067961,Wanda,Wanda,0,1970,1970,102,"Crime,Drama",7.1,4900.0
66605,tt0067962,Beware of a Holy Whore,Warnung vor einer heiligen Nutte,0,1971,1971,103,"Comedy,Drama",6.7,2412.0
66606,tt0067963,Wat zien ik,Wat zien ik,0,1971,1971,90,Comedy,5.9,1290.0
66615,tt0067972,Werewolves on Wheels,Werewolves on Wheels,0,1971,1971,80,Horror,4.3,1475.0
66618,tt0067975,What's the Matter with Helen?,What's the Matter with Helen?,0,1971,1971,101,"Crime,Horror,Musical",6.3,2121.0
66619,tt0067976,When Eight Bells Toll,When Eight Bells Toll,0,1971,1971,94,"Action,Adventure,Crime",6.0,2425.0
66622,tt0067979,Whity,Whity,0,1971,1971,95,"Drama,Western",6.4,1141.0
66623,tt0067980,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,0,1971,1971,108,"Comedy,Drama",5.5,1018.0
66626,tt0067983,Whoever Slew Auntie Roo?,Whoever Slew Auntie Roo?,0,1972,1972,91,"Horror,Thriller",6.1,2307.0
66632,tt0067989,Wild Rovers,Wild Rovers,0,1971,1971,136,Western,6.5,1841.0
66634,tt0067991,Willard,Willard,0,1971,1971,95,Horror,6.2,4838.0
66635,tt0067992,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,0,1971,1971,100,"Family,Fantasy,Musical",7.8,207181.0
66638,tt0067995,Women in Cages,Women in Cages,0,1971,1971,81,"Action,Crime,Drama",5.0,1787.0
66643,tt0068000,Snake Fist Fighter,Diao shou guai zhao,0,1973,1973,80,"Action,Comedy,Drama",5.1,1991.0
66657,tt0068014,Zeppelin,Zeppelin,0,1971,1971,100,"Adventure,Drama,War",6.1,1519.0
66666,tt0068025,The Apple War,Äppelkriget,0,1971,1971,103,"Comedy,Fantasy",6.6,2081.0
66792,tt0068152,$,$,0,1971,1971,121,"Comedy,Crime,Drama",6.3,2733.0
66794,tt0068154,Trinity Is Still My Name,... continuavano a chiamarlo Trinità,0,1971,1971,117,"Comedy,Western",7.2,16478.0
66796,tt0068156,1776,1776,0,1972,1972,141,"Drama,Family,History",7.6,9819.0
66801,tt0068161,The Dawns Here Are Quiet,...A zori zdes tikhie,0,1972,1972,188,"Drama,History,War",8.1,4488.0
66808,tt0068168,Across 110th Street,Across 110th Street,0,1972,1972,102,"Action,Crime,Drama",7.0,6603.0
66822,tt0068182,"Aguirre, the Wrath of God","Aguirre, der Zorn Gottes",0,1972,1972,95,"Action,Adventure,Biography",7.8,58578.0
66829,tt0068189,"Alfredo, Alfredo",Alfredo Alfredo,0,1972,1972,107,"Comedy,Romance",6.5,1127.0
66830,tt0068190,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0,1972,1972,101,"Adventure,Family,Fantasy",5.6,1717.0
66839,tt0068200,The Amazing Mr. Blunden,The Amazing Mr. Blunden,0,1972,1972,99,"Family,Fantasy,Mystery",6.8,1566.0
66844,tt0068205,Love in the Afternoon,"L'amour, l'après-midi",0,1972,1972,97,"Comedy,Drama,Romance",7.6,8744.0
66845,tt0068206,Amuck,Alla ricerca del piacere,0,1972,1972,98,"Mystery,Thriller",6.2,1181.0
66846,tt0068207,Anna and the Wolves,Ana y los lobos,0,1973,1973,100,Drama,7.3,1755.0
66865,tt0068226,Mordet på Trotskij,The Assassination of Trotsky,0,1972,1972,103,"Biography,Drama,History",5.7,1862.0
66869,tt0068230,Asylum,Asylum,0,1972,1972,88,Horror,6.5,7555.0
66871,tt0068232,Return of the Evil Dead,El ataque de los muertos sin ojos,0,1973,1973,91,"Action,Adventure,Fantasy",5.8,2813.0
66878,tt0068240,Avanti!,Avanti!,0,1972,1972,144,"Comedy,Romance",7.2,10869.0
66883,tt0068245,Bad Company,Bad Company,0,1972,1972,93,"Adventure,Drama,Western",6.9,4401.0
66895,tt0068257,Bawarchi,Bawarchi,0,1972,1972,130,"Comedy,Drama,Family",8.1,4175.0
66898,tt0068260,Behind the Green Door,Behind the Green Door,1,1972,1972,72,"Adult,Drama",5.9,2240.0
66902,tt0068264,Ben,Ben,0,1972,1972,94,"Drama,Horror,Thriller",5.3,3118.0
66909,tt0068271,Beware! The Blob,Beware! The Blob,0,1972,1972,87,"Comedy,Horror,Sci-Fi",4.1,2225.0
66911,tt0068273,The Big Bird Cage,The Big Bird Cage,0,1972,1972,88,"Action,Crime,Drama",5.9,2831.0
66916,tt0068278,The Bitter Tears of Petra von Kant,Die bitteren Tränen der Petra von Kant,0,1972,1972,124,"Drama,Romance",7.6,10280.0
66920,tt0068282,Black Mama White Mama,Black Mama White Mama,0,1973,1973,87,"Crime,Drama,Thriller",5.5,3384.0
66922,tt0068284,Blacula,Blacula,0,1972,1972,93,"Fantasy,Horror,Romance",5.7,7208.0
66923,tt0068285,Bless This House,Bless This House,0,1972,1972,87,"Comedy,Romance",6.2,1113.0
66924,tt0068286,Bless the Beasts & Children,Bless the Beasts & Children,0,1971,1971,109,"Comedy,Drama",6.7,1497.0
66928,tt0068290,Blood from the Mummy's Tomb,Blood from the Mummy's Tomb,0,1971,1971,94,Horror,5.6,3553.0
66932,tt0068294,Bluebeard,Bluebeard,0,1972,1972,125,"Crime,Drama,Thriller",5.6,1491.0
66943,tt0068305,Bombay to Goa,Bombay to Goa,0,1972,1972,132,"Action,Adventure,Comedy",6.7,1216.0
66944,tt0068306,Bone,Bone,0,1972,1972,95,"Comedy,Drama,Thriller",6.8,1309.0
66947,tt0068309,Boxcar Bertha,Boxcar Bertha,0,1972,1972,88,"Crime,Drama,Romance",6.0,9973.0
66948,tt0068310,The Boxer from Shantung,Ma Yong Zhen,0,1972,1972,134,"Action,Crime,Drama",7.0,1324.0
66961,tt0068323,Buck and the Preacher,Buck and the Preacher,0,1972,1972,102,"Adventure,Drama,Western",6.5,2378.0
66964,tt0068326,Butterflies Are Free,Butterflies Are Free,0,1972,1972,109,"Comedy,Drama,Music",7.2,5542.0
66965,tt0068327,Cabaret,Cabaret,0,1972,1972,124,"Drama,Music,Musical",7.8,56627.0
66972,tt0068334,The Candidate,The Candidate,0,1972,1972,110,"Comedy,Drama",7.0,11303.0
66975,tt0068337,The Carey Treatment,The Carey Treatment,0,1972,1972,101,"Crime,Mystery,Thriller",6.1,1487.0
66977,tt0068339,Carry on Matron,Carry on Matron,0,1972,1972,87,"Comedy,Crime",6.2,3147.0
66979,tt0068341,The Valachi Papers,The Valachi Papers,0,1972,1972,110,"Crime,Drama",6.4,4004.0
66984,tt0068346,The Mattei Affair,Il caso Mattei,0,1972,1972,116,"Biography,Drama,Mystery",7.6,2161.0
66985,tt0068347,The Burglars,Le casse,0,1971,1971,120,"Action,Crime,Thriller",6.5,2724.0
66986,tt0068348,The Castle of Purity,El castillo de la pureza,0,1973,1973,110,Drama,7.5,1944.0
66999,tt0068361,The Discreet Charm of the Bourgeoisie,Le charme discret de la bourgeoisie,0,1972,1972,102,Comedy,7.8,44411.0
67002,tt0068364,The Cheerleaders,The Cheerleaders,0,1973,1973,84,"Comedy,Sport",5.3,1332.0
67005,tt0068367,Who Saw Her Die?,Chi l'ha vista morire?,0,1972,1972,90,"Crime,Drama,Mystery",6.4,2746.0
67007,tt0068369,Child's Play,Child's Play,0,1972,1972,100,"Drama,Mystery,Thriller",6.2,1512.0
67008,tt0068370,Children Shouldn't Play with Dead Things,Children Shouldn't Play with Dead Things,0,1972,1972,87,"Comedy,Horror",5.3,4720.0
67009,tt0068371,Godzilla vs. Gigan,Chikyû kogeki meirei: Gojira tai Gaigan,0,1972,1972,89,"Action,Adventure,Family",5.6,5140.0
67017,tt0068379,Ciao Manhattan,Ciao Manhattan,0,1972,1972,84,"Biography,Drama,Romance",5.6,1145.0
67022,tt0068384,Cisco Pike,Cisco Pike,0,1971,1971,95,"Crime,Drama,Thriller",6.5,1711.0
67031,tt0068394,Knife of Ice,Il coltello di ghiaccio,0,1972,1972,91,"Horror,Mystery,Thriller",6.1,1129.0
67045,tt0068408,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,0,1972,1972,88,"Action,Sci-Fi",6.1,33775.0
67051,tt0068414,The Corpse Grinders,The Corpse Grinders,0,1971,1971,72,"Comedy,Horror",3.9,1616.0
67052,tt0068415,Seven Deaths in the Cat's Eyes,La morte negli occhi del gatto,0,1973,1973,95,"Horror,Mystery,Thriller",5.8,1514.0
67053,tt0068416,What Have You Done to Solange?,Cosa avete fatto a Solange?,0,1972,1972,107,"Horror,Mystery,Thriller",6.9,5601.0
67058,tt0068421,The Cowboys,The Cowboys,0,1972,1972,134,"Adventure,Drama,Western",7.4,15077.0
67061,tt0068424,The Creeping Flesh,The Creeping Flesh,0,1973,1973,92,"Horror,Sci-Fi",6.2,4120.0
67064,tt0068428,The Cross and the Switchblade,The Cross and the Switchblade,0,1970,1970,106,"Biography,Crime,Drama",6.0,1160.0
67067,tt0068431,Cu mâinile curate,Cu mâinile curate,0,1972,1972,95,"Action,Crime,Thriller",7.7,1161.0
67071,tt0068435,The Culpepper Cattle Co.,The Culpepper Cattle Co.,0,1972,1972,92,Western,6.9,1742.0
67077,tt0068441,Cesar & Rosalie,César et Rosalie,0,1972,1972,111,"Drama,Romance",7.3,3594.0
67080,tt0068444,The Red Queen Kills Seven Times,La dama rossa uccide sette volte,0,1972,1972,99,"Crime,Horror,Mystery",6.5,2926.0
67084,tt0068448,Daughters of Satan,Daughters of Satan,0,1972,1972,90,Horror,4.5,1121.0
67093,tt0068457,Deathdream,Dead of Night,0,1974,1974,88,"Drama,Horror,Thriller",6.6,5534.0
67094,tt0068458,Death Line,Death Line,0,1972,1972,87,Horror,5.9,5013.0
67104,tt0068468,Deep Throat,Deep Throat,1,1972,1972,61,"Adult,Comedy",5.0,6869.0
67107,tt0068471,Delirio caldo,Delirio caldo,0,1972,1972,102,"Horror,Mystery,Thriller",5.4,1065.0
67108,tt0068473,Deliverance,Deliverance,0,1972,1972,109,"Adventure,Drama,Thriller",7.7,112856.0
67124,tt0068491,The Doberman Gang,The Doberman Gang,0,1972,1972,87,"Action,Comedy,Crime",6.0,1132.0
67131,tt0068498,Doomwatch,Doomwatch,0,1972,1972,92,"Horror,Mystery,Sci-Fi",5.5,1100.0
67134,tt0068502,Dr Jekyll & Sister Hyde,Dr Jekyll & Sister Hyde,0,1971,1971,97,"Horror,Sci-Fi",6.6,3402.0
67135,tt0068503,Dr. Phibes Rises Again,Dr. Phibes Rises Again,0,1972,1972,89,"Comedy,Horror",6.3,6600.0
67136,tt0068504,The Mansion of Madness,The Mansion of Madness,0,1973,1973,99,Horror,5.1,1146.0
67137,tt0068505,Dracula A.D. 1972,Dracula A.D. 1972,0,1972,1972,96,Horror,5.9,6988.0
67141,tt0068509,"Drive, He Said","Drive, He Said",0,1971,1971,90,"Comedy,Drama,Sport",5.7,1651.0
67150,tt0068519,Gentlemen of Fortune,Dzhentlmeny udachi,0,1971,1971,88,"Comedy,Crime,Drama",8.4,12068.0
67155,tt0068524,Man of the East,E poi lo chiamarono il magnifico,0,1972,1972,125,"Action,Comedy,Western",6.5,3000.0
67159,tt0068528,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,0,1972,1972,100,Drama,7.4,2516.0
67168,tt0068537,Elvis on Tour,Elvis on Tour,0,1972,1972,93,"Documentary,Music",7.5,1738.0
67170,tt0068539,It Can Be Done Amigo,Si può fare... amigo,0,1972,1972,109,"Comedy,Western",5.7,1570.0
67186,tt0068555,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,0,1972,1972,88,Comedy,6.7,40552.0
67200,tt0068569,Family Life,Family Life,0,1971,1971,108,Drama,7.6,1892.0
67206,tt0068575,Fat City,Fat City,0,1972,1972,96,"Drama,Sport",7.3,9710.0
67207,tt0068576,Fear Is the Key,Fear Is the Key,0,1972,1972,103,"Action,Crime,Drama",6.3,1915.0
67208,tt0068577,Fear in the Night,Fear in the Night,0,1972,1972,94,"Horror,Mystery,Thriller",5.9,2199.0
67225,tt0068595,Flesh Gordon,Flesh Gordon,0,1974,1974,78,"Comedy,Sci-Fi",4.8,4511.0
67226,tt0068596,The Flesh and Blood Show,The Flesh and Blood Show,0,1972,1972,96,Horror,5.4,1036.0
67241,tt0068611,Frenzy,Frenzy,0,1972,1972,116,Thriller,7.4,47005.0
67242,tt0068612,Fritz the Cat,Fritz the Cat,0,1972,1972,78,"Animation,Comedy,Drama",6.2,13501.0
67245,tt0068615,Frogs,Frogs,0,1972,1972,91,"Horror,Mystery,Sci-Fi",4.4,7081.0
67247,tt0068617,Fuzz,Fuzz,0,1972,1972,92,"Action,Comedy,Crime",5.4,2040.0
67249,tt0068619,Ganja & Hess,Ganja & Hess,0,1973,1973,112,"Drama,Fantasy,Horror",6.2,2328.0
67259,tt0068629,Street Mobster,Gendai yakuza: Hito-kiri yota,0,1972,1972,88,"Action,Crime",7.1,1159.0
67268,tt0068638,The Getaway,The Getaway,0,1972,1972,123,"Action,Crime,Thriller",7.3,33553.0
67275,tt0068646,The Godfather,The Godfather,0,1972,1972,175,"Crime,Drama",9.2,1888855.0
67278,tt0068649,The Gore Gore Girls,The Gore Gore Girls,0,1972,1972,81,"Comedy,Crime,Horror",5.2,2636.0
67279,tt0068650,Hanzo the Razor: Sword of Justice,Goyôkiba,0,1972,1972,94,Action,6.6,1790.0
67283,tt0068654,Count Dracula's Great Love,El gran amor del conde Drácula,0,1973,1973,85,Horror,5.2,1109.0
67284,tt0068655,The Tall Blond Man with One Black Shoe,Le grand blond avec une chaussure noire,0,1972,1972,90,"Comedy,Mystery",7.2,8607.0
67286,tt0068657,The Grand Duel,Il grande duello,0,1972,1972,98,Western,6.4,3195.0
67287,tt0068658,Grave of the Vampire,Grave of the Vampire,0,1972,1972,91,Horror,5.0,1412.0
67288,tt0068659,Greaser's Palace,Greaser's Palace,0,1972,1972,91,"Comedy,Western",5.9,1136.0
67290,tt0068661,The Great Northfield Minnesota Raid,The Great Northfield Minnesota Raid,0,1972,1972,91,"Drama,Western",6.1,2265.0
67298,tt0068669,Gumshoe,Gumshoe,0,1971,1971,86,"Comedy,Crime,Drama",6.5,1683.0
67301,tt0068672,The Bathhouse of Malatily,Hammam al-Malatily,0,1973,1973,94,Drama,4.6,1805.0
67304,tt0068675,Hannie Caulder,Hannie Caulder,0,1971,1971,85,"Crime,Drama,Western",6.3,3815.0
67316,tt0068687,The Heartbreak Kid,The Heartbreak Kid,0,1972,1972,106,"Comedy,Drama,Romance",7.0,5137.0
67317,tt0068688,Heat,Heat,0,1972,1972,102,"Comedy,Drama,Romance",6.1,1840.0
67327,tt0068698,Hickey & Boggs,Hickey & Boggs,0,1972,1972,111,"Crime,Drama,Thriller",6.3,1270.0
67328,tt0068699,High Plains Drifter,High Plains Drifter,0,1973,1973,105,"Drama,Mystery,Western",7.4,60068.0
67333,tt0068704,Hit Man,Hit Man,0,1972,1972,90,"Crime,Drama",5.7,1024.0
67341,tt0068713,Horror Express,Pánico en el Transiberiano,0,1972,1972,91,"Adventure,Horror,Sci-Fi",6.5,11618.0
67344,tt0068716,Tower of Evil,Tower of Evil,0,1972,1972,89,"Horror,Mystery,Thriller",5.6,1803.0
67346,tt0068718,The Hot Rock,The Hot Rock,0,1972,1972,101,"Action,Comedy,Crime",6.8,6608.0
67352,tt0068724,The Inheritor,L'héritier,0,1973,1973,112,"Action,Drama,Thriller",6.3,1263.0
67355,tt0068727,"I, Monster","I, Monster",0,1971,1971,75,Horror,5.7,1789.0
67360,tt0068732,Images,Images,0,1972,1972,104,"Drama,Horror,Mystery",7.1,7236.0
67374,tt0068746,Invasion of the Blood Farmers,Invasion of the Blood Farmers,0,1972,1972,77,Horror,3.7,1043.0
67389,tt0068762,Jeremiah Johnson,Jeremiah Johnson,0,1972,1972,108,"Adventure,Drama,Western",7.6,32804.0
67394,tt0068767,Fist of Fury,Jing wu men,0,1972,1972,106,"Action,Drama,Romance",7.2,31676.0
67395,tt0068768,Joe Kidd,Joe Kidd,0,1972,1972,88,Western,6.4,19579.0
67412,tt0068786,Junior Bonner,Junior Bonner,0,1972,1972,100,"Drama,Western",6.7,6533.0
67421,tt0068795,Kansas City Bomber,Kansas City Bomber,0,1972,1972,99,"Drama,Sport",5.4,1414.0
67431,tt0068805,The King of Marvin Gardens,The King of Marvin Gardens,0,1972,1972,103,Drama,6.5,5751.0
67440,tt0068814,Koziyat rog,Koziyat rog,0,1972,1972,105,Drama,8.2,2725.0
67441,tt0068815,Lone Wolf and Cub: Sword of Vengeance,Kozure Ôkami: Ko wo kashi ude kashi tsukamatsuru,0,1972,1972,84,"Action,Adventure",7.7,8398.0
67442,tt0068816,Lone Wolf and Cub: Baby Cart at the River Styx,Kozure Ôkami: Sanzu no kawa no ubaguruma,0,1972,1972,82,"Action,Adventure,Drama",7.9,6496.0
67443,tt0068817,Lone Wolf and Cub: Baby Cart to Hades,Kozure Ôkami: Shinikazeni mukau ubaguruma,0,1972,1972,89,"Action,Drama",7.5,5316.0
67454,tt0068828,Lady Sings the Blues,Lady Sings the Blues,0,1972,1972,144,"Biography,Drama,Music",7.0,4602.0
67459,tt0068833,The Last House on the Left,The Last House on the Left,0,1972,1972,84,"Crime,Horror,Thriller",5.9,38344.0
67463,tt0068837,The Legend of Boggy Creek,The Legend of Boggy Creek,0,1972,1972,87,"Drama,Horror,Mystery",5.1,3420.0
67479,tt0068853,The Life and Times of Judge Roy Bean,The Life and Times of Judge Roy Bean,0,1972,1972,120,"Comedy,Drama,Romance",6.9,8819.0
67489,tt0068863,Lisa and the Devil,Lisa e il diavolo,0,1973,1973,95,"Horror,Mystery",6.3,4934.0
67506,tt0068883,Ludwig,Ludwig,0,1973,1973,238,"Biography,Drama,History",7.5,5366.0
67519,tt0068897,The Magnificent Seven Ride!,The Magnificent Seven Ride!,0,1972,1972,100,"Action,Western",5.6,3096.0
67524,tt0068902,The Italian Connection,La mala ordina,0,1972,1972,95,"Action,Crime,Thriller",7.1,2578.0
67531,tt0068909,Man of La Mancha,Man of La Mancha,0,1972,1972,132,"Drama,Fantasy,Musical",6.5,4487.0
67538,tt0068916,The Man Who Quit Smoking,Mannen som slutade röka,0,1972,1972,104,Comedy,6.5,1426.0
67540,tt0068918,Manson,Manson,0,1973,1973,83,"Biography,Crime,Documentary",7.2,1057.0
67542,tt0068920,Antony and Cleopatra,Antony and Cleopatra,0,1972,1972,138,"Drama,History",5.8,1076.0
67546,tt0068924,Marjoe,Marjoe,0,1972,1972,88,"Biography,Documentary",7.5,1634.0
67553,tt0068931,The Mechanic,The Mechanic,0,1972,1972,100,"Action,Crime,Thriller",6.8,14698.0
67557,tt0068935,The Way of the Dragon,Meng long guo jiang,0,1972,1972,99,"Action,Adventure,Comedy",7.2,38522.0
67561,tt0068939,Days of '36,Meres tou '36,0,1972,1972,105,"Drama,History",6.9,1142.0
67572,tt0068950,The Seduction of Mimi,Mimì metallurgico ferito nell'onore,0,1972,1972,121,"Comedy,Drama",7.3,2514.0
67576,tt0068954,Shanghai Joe,Il mio nome è Shangai Joe,0,1973,1973,97,"Action,Drama,Western",5.8,1039.0
67593,tt0068971,Death Walks at Midnight,La morte accarezza a mezzanotte,0,1972,1972,102,"Crime,Mystery,Thriller",6.3,1823.0
67594,tt0068972,Death Smiles on a Murderer,La morte ha sorriso all'assassino,0,1973,1973,88,"Horror,Mystery,Romance",5.8,1531.0
67603,tt0068981,Mutiny on the Buses,Mutiny on the Buses,0,1972,1972,89,Comedy,5.7,1440.0
67605,tt0068983,My Childhood,My Childhood,0,1972,1972,46,"Biography,Drama",7.3,1279.0
67612,tt0068990,Napoleon and Samantha,Napoleon and Samantha,0,1972,1972,92,"Adventure,Drama",6.0,1044.0
67619,tt0068997,The New Centurions,The New Centurions,0,1972,1972,103,"Action,Crime,Drama",7.0,2958.0
67627,tt0069005,Night of the Lepus,Night of the Lepus,0,1972,1972,88,"Horror,Sci-Fi,Thriller",4.1,5118.0
67629,tt0069007,The Nightcomers,The Nightcomers,0,1971,1971,96,"Drama,Horror,Thriller",5.8,2720.0
67635,tt0069013,No Way Out,Tony Arzenta (Big Guns),0,1973,1973,95,"Action,Crime,Drama",6.7,2083.0
67639,tt0069017,Night of the Devils,La notte dei diavoli,0,1972,1972,91,"Horror,Mystery,Thriller",6.5,1457.0
67641,tt0069019,Don't Torture a Duckling,Non si sevizia un paperino,0,1972,1972,105,"Horror,Mystery,Thriller",7.0,9912.0
67646,tt0069024,Nothing But the Night,Nothing But the Night,0,1973,1973,90,"Crime,Horror,Mystery",5.5,1892.0
67649,tt0069027,We Won't Grow Old Together,Nous ne vieillirons pas ensemble,0,1972,1972,110,Drama,7.2,2022.0
67651,tt0069029,The Blood Spattered Bride,La novia ensangrentada,0,1972,1972,102,Horror,6.2,2176.0
67652,tt0069031,"Now You See Him, Now You Don't","Now You See Him, Now You Don't",0,1972,1972,88,"Comedy,Family,Sci-Fi",6.2,2175.0
67655,tt0069035,The New Land,Nybyggarna,0,1972,1972,202,"Drama,Western",8.0,4859.0
67662,tt0069042,The Olsen Gang's Big Score,Olsen-bandens store kup,0,1972,1972,99,"Comedy,Crime,Family",6.7,1752.0
67668,tt0069048,Baron Blood,Gli orrori del castello di Norimberga,0,1972,1972,98,Horror,5.9,3933.0
67669,tt0069049,The Other Side of the Wind,The Other Side of the Wind,0,2018,2018,122,Drama,6.7,7616.0
67670,tt0069050,The Other,The Other,0,1972,1972,108,"Drama,Horror,Mystery",6.8,6547.0
67692,tt0069073,The Case of the Bloody Iris,Perché quelle strane gocce di sangue sul corpo di Jennifer?,0,1972,1972,94,"Mystery,Thriller",6.4,3003.0
67699,tt0069080,Pete 'n' Tillie,Pete 'n' Tillie,0,1972,1972,100,"Comedy,Drama,Romance",6.2,1062.0
67708,tt0069089,Pink Flamingos,Pink Flamingos,0,1972,1972,93,"Comedy,Crime",6.0,25918.0
67709,tt0069090,Pink Floyd: Live at Pompeii,Pink Floyd: Live at Pompeii,0,1972,1972,92,"Documentary,Music",8.6,9361.0
67713,tt0069095,All the Way Boys,...Più forte ragazzi!,0,1972,1972,120,"Action,Adventure,Comedy",6.6,7122.0
67715,tt0069097,"Play It Again, Sam","Play It Again, Sam",0,1972,1972,85,"Comedy,Romance",7.6,26999.0
